max_murder,YEAR,STATEUT,DISTRICT
44,2002,JHARKHAND,LOHARDAGGA
37,2002,JHARKHAND,PAKUR
69,2002,JHARKHAND,PALAMU
270,2002,JHARKHAND,RANCHI
45,2002,JHARKHAND,SAHEBGANJ
51,2002,JHARKHAND,SARAIKELA
43,2002,JHARKHAND,SIMDEGA
51,2002,KARNATAKA,BAGALKOT
201,2002,KARNATAKA,"BANGALORE COMMR."
153,2002,KARNATAKA,"BANGALORE RURAL"
113,2002,KARNATAKA,BELGAUM
62,2002,KARNATAKA,BELLARY
49,2002,KARNATAKA,BIDAR
62,2002,KARNATAKA,BIJAPUR
29,2002,KARNATAKA,CHAMARAJNAGAR
36,2002,KARNATAKA,CHICKMAGALUR
37,2002,KARNATAKA,CHITRADURGA
26,2002,KARNATAKA,"DAKSHIN KANNADA"
57,2002,KARNATAKA,DAVANAGERE
17,2002,KARNATAKA,"DHARWAD COMMR."
35,2002,KARNATAKA,"DHARWAD RURAL"
15,2002,KARNATAKA,GADAG
79,2002,KARNATAKA,GULBARGA
74,2002,KARNATAKA,HASSAN
18,2002,KARNATAKA,HAVERI
14,2002,KARNATAKA,K.G.F.
35,2002,KARNATAKA,KODAGU
73,2002,KARNATAKA,KOLAR
19,2002,KARNATAKA,KOPPAL
61,2002,KARNATAKA,MANDYA
22,2002,KARNATAKA,"MYSORE COMMR."
62,2002,KARNATAKA,"MYSORE RURAL"
59,2002,KARNATAKA,RAICHUR
14,2002,KARNATAKA,RAILWAYS
53,2002,KARNATAKA,SHIMOGA
58,2002,KARNATAKA,TUMKUR
15,2002,KARNATAKA,UDUPI
28,2002,KARNATAKA,"UTTAR KANNADA"
18,2002,KERALA,ALAPUZHA
15,2002,KERALA,CBCID
36,2002,KERALA,ERNAKULAM
32,2002,KERALA,IDUKKI
28,2002,KERALA,KANNUR
20,2002,KERALA,KASARGOD
41,2002,KERALA,KOLLAM
20,2002,KERALA,KOTTAYAM
21,2002,KERALA,KOZHIKODE
26,2002,KERALA,MALAPPURAM
51,2002,KERALA,PALAKKAD
28,2002,KERALA,PATHANAMTHITTA
0,2002,KERALA,RAILWAYS
52,2002,KERALA,THRISSUR
58,2002,KERALA,TRIVANDRUM
8,2002,KERALA,WAYANADU
69,2002,"MADHYA PRADESH",BALAGHAT
37,2002,"MADHYA PRADESH",BARWANI
65,2002,"MADHYA PRADESH",BETUL
72,2002,"MADHYA PRADESH",BHIND
62,2002,"MADHYA PRADESH",BHOPAL
7,2002,"MADHYA PRADESH","BHOPAL RLY."
70,2002,"MADHYA PRADESH",CHHATARPUR
81,2002,"MADHYA PRADESH",CHHINDWARA
49,2002,"MADHYA PRADESH",DAMOH
54,2002,"MADHYA PRADESH",DATIYA
53,2002,"MADHYA PRADESH",DEWAS
90,2002,"MADHYA PRADESH",DHAR
26,2002,"MADHYA PRADESH",DINDORI
64,2002,"MADHYA PRADESH",GUNA
102,2002,"MADHYA PRADESH",GWALIOR
18,2002,"MADHYA PRADESH",HARDA
48,2002,"MADHYA PRADESH",HOSHANGABAD
109,2002,"MADHYA PRADESH",INDORE
3,2002,"MADHYA PRADESH","INDORE RLY."
73,2002,"MADHYA PRADESH",JABALPUR
2,2002,"MADHYA PRADESH","JABALPUR RLY."
133,2002,"MADHYA PRADESH",JHABUA
40,2002,"MADHYA PRADESH",KATNI
33,2002,"MADHYA PRADESH",KHANDWA
37,2002,"MADHYA PRADESH",KHARGON
21,2002,"MADHYA PRADESH",MANDLA
34,2002,"MADHYA PRADESH",MANDSAUR
