STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,TOTAL IPC CRIMES
ODISHA,KORAPUT,2001,39,38,13,153,1563
ODISHA,MALKANGIR,2001,36,14,6,42,496
ODISHA,MAYURBHANJ,2001,74,77,31,199,2029
ODISHA,NAYAGARH,2001,26,17,23,60,852
ODISHA,NOWRANGPUR,2001,19,13,11,83,687
ODISHA,NUAPADA,2001,13,9,4,44,466
ODISHA,PURI,2001,25,41,32,236,2202
ODISHA,RAYAGADA,2001,35,9,6,64,850
ODISHA,ROURKELA,2001,20,12,6,209,1213
ODISHA,SAMBALPUR,2001,39,18,13,303,2159
ODISHA,SONEPUR,2001,9,8,4,35,444
ODISHA,SRP(CUTTACK),2001,3,1,5,287,461
ODISHA,SRP(ROURKELA),2001,7,2,3,135,269
ODISHA,SUNDARGARH,2001,72,36,26,171,1652
ODISHA,TOTAL,2001,987,790,522,5622,46661
PUNJAB,AMRITSAR,2001,36,9,34,141,1244
PUNJAB,BARNALA,2001,15,12,16,39,501
PUNJAB,BATALA,2001,18,8,6,26,393
PUNJAB,BHATINDA,2001,25,13,15,94,1080
PUNJAB,FARIDKOT,2001,12,6,11,56,463
PUNJAB,FATEHGARH SAHIB,2001,16,11,12,62,671
PUNJAB,FEROZEPUR,2001,50,22,12,115,1110
PUNJAB,G.R.P,2001,10,0,0,41,482
PUNJAB,GURDASPUR,2001,22,12,17,38,580
PUNJAB,HOSHIARPUR,2001,47,19,20,119,1237
PUNJAB,JAGRAON,2001,27,19,19,90,633
PUNJAB,JALANDHAR,2001,74,21,70,290,2461
PUNJAB,KAPURTHALA,2001,20,8,17,64,755
PUNJAB,KHANNA,2001,17,6,4,44,486
PUNJAB,LUDHIANA,2001,74,38,88,624,3785
PUNJAB,MAJITHA,2001,26,9,10,31,500
PUNJAB,MANSA,2001,25,6,5,42,425
PUNJAB,MOGA,2001,23,11,14,64,754
PUNJAB,MUKTSAR,2001,19,3,3,49,432
PUNJAB,NAWAN SHAHR,2001,17,11,13,57,612
PUNJAB,PATIALA,2001,56,23,60,583,5973
PUNJAB,ROPAR,2001,26,6,24,129,1278
PUNJAB,SANGRUR,2001,46,15,28,157,1285
PUNJAB,TARN TARAN,2001,37,10,15,68,634
PUNJAB,TOTAL,2001,738,298,513,3023,27774
RAJASTHAN,AJMER,2001,39,16,133,748,6618
RAJASTHAN,ALWAR,2001,85,34,119,964,7023
RAJASTHAN,BANSWARA,2001,40,90,61,118,3508
RAJASTHAN,BARAN,2001,36,81,96,365,4333
RAJASTHAN,BARMER,2001,11,13,21,185,2369
RAJASTHAN,BHARATPUR,2001,75,48,126,808,7291
RAJASTHAN,BHILWARA,2001,34,42,223,787,6335
RAJASTHAN,BIKANER,2001,21,35,36,431,3952
RAJASTHAN,BUNDI,2001,33,36,120,391,4078
RAJASTHAN,CHITTORGARH,2001,41,67,206,730,7062
RAJASTHAN,CHURU,2001,26,24,26,210,2880
RAJASTHAN,DAUSA,2001,28,9,40,380,3546
RAJASTHAN,DHOLPUR,2001,42,24,43,240,3096
RAJASTHAN,DUNGARPUR,2001,31,17,54,74,1997
RAJASTHAN,G.R.P.,2001,3,1,7,584,962
RAJASTHAN,GANGANAGAR,2001,51,55,79,408,5610
RAJASTHAN,HANUMANGARH,2001,56,35,49,348,3956
RAJASTHAN,JAIPUR,2001,91,61,247,3207,20604
RAJASTHAN,JAISALMER,2001,9,2,8,142,1020
RAJASTHAN,JALORE,2001,17,10,32,156,2507
RAJASTHAN,JHALAWAR,2001,38,65,89,383,3533
RAJASTHAN,JHUNJHUNU,2001,37,19,45,392,4102
RAJASTHAN,JODHPUR,2001,30,20,78,831,6535
RAJASTHAN,KARAULI,2001,35,21,72,298,2908
RAJASTHAN,KOTA,2001,58,50,146,1213,7383
RAJASTHAN,NAGAUR,2001,48,22,59,407,4575
RAJASTHAN,PALI,2001,43,25,77,294,4640
RAJASTHAN,RAJSAMAND,2001,15,13,63,191,2872
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,62,310,3094
RAJASTHAN,SIKAR,2001,46,13,48,379,4333
RAJASTHAN,SIROHI,2001,31,22,24,122,2185
RAJASTHAN,TONK,2001,19,17,68,298,3913
RAJASTHAN,UDAIPUR,2001,67,43,161,545,6365
RAJASTHAN,TOTAL,2001,1259,1049,2718,16939,155185
SIKKIM,EAST,2001,13,7,4,50,279
SIKKIM,NORTH,2001,1,0,0,3,36
SIKKIM,SOUTH,2001,4,1,1,9,79
SIKKIM,WEST,2001,1,0,1,12,50
SIKKIM,TOTAL,2001,19,8,6,74,444
TAMIL NADU,ARIYALUR,2001,24,6,25,124,1754
TAMIL NADU,CHENGAI,2001,78,20,8,933,7035
TAMIL NADU,CHENNAI,2001,91,28,40,2167,7292
TAMIL NADU,CHENNAI RLY.,2001,5,0,0,154,493
TAMIL NADU,COIMBATORE RURAL,2001,77,18,38,1008,9115
TAMIL NADU,COIMBATORE URBAN,2001,16,4,14,952,3490
TAMIL NADU,CUDDALORE,2001,60,16,21,547,8018
TAMIL NADU,DHARMAPURI,2001,88,17,35,427,5123
TAMIL NADU,DINDIGUL,2001,72,14,49,479,4657
TAMIL NADU,ERODE,2001,63,9,45,662,6631
TAMIL NADU,KANCHIPURAM,2001,45,21,13,494,5840
TAMIL NADU,KANYAKUMARI,2001,33,6,13,260,3732
TAMIL NADU,KARUR,2001,28,4,11,226,2245
TAMIL NADU,MADURAI RURAL,2001,64,13,30,351,4877
TAMIL NADU,MADURAI URBAN,2001,34,2,26,803,4161
TAMIL NADU,NAGAPATTINAM,2001,36,12,29,318,3724
TAMIL NADU,NAMAKKAL,2001,36,7,16,153,2659
TAMIL NADU,NILGIRIS,2001,16,8,5,102,1330
TAMIL NADU,PERAMBALUR,2001,10,3,13,47,1100
TAMIL NADU,PUDUKOTTAI,2001,30,5,27,238,3416
TAMIL NADU,RAMNATHAPURAM,2001,33,13,26,172,3234
TAMIL NADU,SALEM RURAL,2001,78,8,35,192,4225
TAMIL NADU,SALEM URBAN,2001,12,2,10,467,1846
TAMIL NADU,SIVAGANGAI,2001,26,5,16,328,3030
TAMIL NADU,THANJAVUR,2001,49,0,55,435,3506
TAMIL NADU,THENI,2001,16,4,18,240,2646
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,66,560,6350
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,15,227,1569
TAMIL NADU,THIRUVALLUR,2001,34,16,24,226,3468
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,40,402,4749
TAMIL NADU,THIRUVARUR,2001,31,7,30,182,3043
TAMIL NADU,THOOTHUGUDI,2001,69,12,38,484,5290
TAMIL NADU,TRICHY RLY.,2001,0,0,0,40,206
TAMIL NADU,TRICHY RURAL,2001,52,6,19,213,3104
TAMIL NADU,TRICHY URBAN,2001,24,5,11,504,2279
TAMIL NADU,VELLORE,2001,78,13,16,744,7941
TAMIL NADU,VILLUPURAM,2001,67,37,53,339,7120
TAMIL NADU,VIRUDHUNAGAR,2001,57,17,22,509,4503
TAMIL NADU,TOTAL,2001,1662,423,952,16709,154801
TRIPURA,DHALAI,2001,35,11,15,7,205
TRIPURA,NORTH,2001,38,29,19,47,566
TRIPURA,SOUTH,2001,42,29,20,37,586
TRIPURA,WEST,2001,125,33,39,168,1444
TRIPURA,TOTAL,2001,240,102,93,259,2801
UTTAR PRADESH,AGRA,2001,153,66,203,1181,6662
UTTAR PRADESH,ALIGARH,2001,229,50,123,727,4688
UTTAR PRADESH,ALLAHABAD,2001,167,42,96,850,6096
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,19,29,116,1379
UTTAR PRADESH,AURAIYA,2001,53,11,61,82,1137
UTTAR PRADESH,AZAMGARH,2001,120,11,45,187,2247
UTTAR PRADESH,BADAUN,2001,239,47,82,306,3064
UTTAR PRADESH,BAGHPAT,2001,89,15,31,218,1355
UTTAR PRADESH,BAHRAICH,2001,43,14,28,169,1316
UTTAR PRADESH,BALLIA,2001,55,18,24,178,1934
UTTAR PRADESH,BALRAMPUR,2001,26,8,20,81,734
UTTAR PRADESH,BANDA,2001,75,27,29,108,1722
UTTAR PRADESH,BARABANKI,2001,88,41,71,349,2578
UTTAR PRADESH,BAREILLY,2001,272,93,144,784,5269
UTTAR PRADESH,BASTI,2001,48,18,28,171,1753
UTTAR PRADESH,BIJNOR,2001,124,38,85,352,2487
UTTAR PRADESH,BULANDSHAHAR,2001,250,31,94,459,3972
UTTAR PRADESH,CHANDOLI,2001,35,4,20,84,765
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,8,5,27,392
UTTAR PRADESH,DEORIA,2001,48,7,39,163,2402
UTTAR PRADESH,ETAH,2001,240,57,118,350,4521
UTTAR PRADESH,ETAWAH,2001,82,20,93,166,1942
UTTAR PRADESH,FAIZABAD,2001,77,22,28,245,1967
UTTAR PRADESH,FATEHGARH,2001,120,9,63,126,1694
UTTAR PRADESH,FATEHPUR,2001,132,28,45,132,1946
UTTAR PRADESH,FIROZABAD,2001,135,22,120,292,2726
UTTAR PRADESH,G.R.P.,2001,31,2,4,3141,4352
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,16,42,729,2443
UTTAR PRADESH,GHAZIABAD,2001,230,31,112,1357,5079
UTTAR PRADESH,GHAZIPUR,2001,46,6,28,107,1308
UTTAR PRADESH,GONDA,2001,68,18,34,161,1719
UTTAR PRADESH,GORAKHPUR,2001,96,13,60,192,2598
UTTAR PRADESH,HAMIRPUR,2001,66,14,24,110,1031
UTTAR PRADESH,HARDOI,2001,182,70,75,267,3078
UTTAR PRADESH,HATHRAS,2001,86,16,50,225,2216
UTTAR PRADESH,J.P.NAGAR,2001,112,23,47,166,1665
UTTAR PRADESH,JALAUN,2001,83,6,36,167,1778
UTTAR PRADESH,JAUNPUR,2001,56,11,22,165,1993
UTTAR PRADESH,JHANSI,2001,76,18,42,258,1981
UTTAR PRADESH,KANNAUJ,2001,66,8,40,106,1254
UTTAR PRADESH,KANPUR DEHAT,2001,85,21,50,140,1581
UTTAR PRADESH,KANPUR NAGAR,2001,210,47,210,1309,6808
UTTAR PRADESH,KAUSHAMBI,2001,77,26,31,144,1456
UTTAR PRADESH,KHIRI,2001,172,83,112,492,3754
UTTAR PRADESH,KUSHI NAGAR,2001,69,7,34,107,1456
UTTAR PRADESH,LALITPUR,2001,25,20,5,60,773
UTTAR PRADESH,LUCKNOW,2001,166,62,175,2202,9205
UTTAR PRADESH,MAHARAJGANJ,2001,39,13,19,54,861
UTTAR PRADESH,MAHOBA,2001,56,12,13,60,728
UTTAR PRADESH,MAINPURI,2001,136,13,56,191,2147
UTTAR PRADESH,MATHURA,2001,125,25,62,372,2990
UTTAR PRADESH,MAU,2001,49,17,30,117,1331
UTTAR PRADESH,MEERUT,2001,275,28,160,1202,5377
UTTAR PRADESH,MIRZAPUR,2001,44,16,14,157,1185
UTTAR PRADESH,MORADABAD,2001,213,44,102,607,3445
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,54,142,637,4042
UTTAR PRADESH,PILIBHIT,2001,115,64,66,192,2239
UTTAR PRADESH,PRATAPGARH,2001,76,18,43,139,2421
UTTAR PRADESH,RAIBAREILLY,2001,87,58,58,304,2544
UTTAR PRADESH,RAMPUR,2001,89,22,44,266,1644
UTTAR PRADESH,SAHARANPUR,2001,101,41,75,428,2869
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,9,17,39,599
UTTAR PRADESH,SHAHJAHANPUR,2001,196,55,112,340,2941
UTTAR PRADESH,SHRAWASTI,2001,35,13,21,108,747
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,12,24,82,834
UTTAR PRADESH,SITAPUR,2001,162,85,99,826,4732
UTTAR PRADESH,SONBHADRA,2001,33,5,9,91,595
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,1,8,100,590
UTTAR PRADESH,SULTANPUR,2001,103,29,47,295,2540
UTTAR PRADESH,UNNAO,2001,147,53,97,361,3548
UTTAR PRADESH,VARANASI,2001,78,27,55,535,2904
UTTAR PRADESH,TOTAL,2001,7601,1958,4330,27011,178129
UTTARAKHAND,ALMORA,2001,18,4,1,55,251
UTTARAKHAND,BAGESHWAR,2001,10,1,4,13,115
UTTARAKHAND,CHAMOLI,2001,13,3,3,26,213
UTTARAKHAND,CHAMPAWAT,2001,3,0,3,13,127
UTTARAKHAND,DEHRADUN,2001,32,12,54,392,1988
UTTARAKHAND,HARIDWAR,2001,94,13,52,349,1843
UTTARAKHAND,NAINITAL,2001,36,5,14,151,877
UTTARAKHAND,PAURI GARHWAL,2001,26,7,7,81,396
UTTARAKHAND,PITHORAGARH,2001,8,7,1,41,364
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,0,20,106
UTTARAKHAND,TEHRI GARHWAL,2001,7,2,5,37,314
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,10,36,198,1167
UTTARAKHAND,UTTARKASHI,2001,10,8,3,43,312
UTTARAKHAND,TOTAL,2001,316,74,183,1419,8073
WEST BENGAL,24 PARGANAS NORTH,2001,202,53,81,1679,6167
WEST BENGAL,24 PARGANAS SOUTH,2001,107,47,53,1143,5827
WEST BENGAL,ASANSOL,2001,9,0,3,54,362
WEST BENGAL,BANKURA,2001,35,26,7,235,1180
WEST BENGAL,BIRBHUM,2001,76,43,43,350,2213
WEST BENGAL,BURDWAN,2001,133,46,45,848,4693
WEST BENGAL,COOCHBEHAR,2001,37,36,43,125,1262
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,10,31,126,1011
WEST BENGAL,DARJEELING,2001,46,20,21,467,1778
WEST BENGAL,HOOGHLY,2001,81,29,41,587,3020
WEST BENGAL,HOWRAH,2001,28,2,11,170,1195
WEST BENGAL,HOWRAH CITY,2001,21,7,17,353,1438
WEST BENGAL,HOWRAH G.R.P.,2001,18,1,7,673,951
WEST BENGAL,JALPAIGURI,2001,152,54,33,486,2321
WEST BENGAL,KOLKATA,2001,65,19,121,4040,11970
WEST BENGAL,MALDA,2001,55,40,38,333,1859
WEST BENGAL,MIDNAPUR,2001,120,84,74,581,4617
WEST BENGAL,MURSHIDABAD,2001,130,66,52,378,2683
WEST BENGAL,NADIA,2001,124,71,91,678,3623
WEST BENGAL,PURULIA,2001,69,23,17,300,1292
WEST BENGAL,SEALDAH G.R.P.,2001,23,1,3,276,418
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,2,89,143
WEST BENGAL,UTTAR DINAJPUR,2001,36,31,41,274,1540
WEST BENGAL,TOTAL,2001,1594,709,875,14245,61563
A & N ISLANDS,ANDAMAN,2001,13,3,2,65,637
A & N ISLANDS,NICOBAR,2001,0,0,0,0,21
A & N ISLANDS,TOTAL,2001,13,3,2,65,658
CHANDIGARH,CHANDIGARH,2001,15,18,56,1529,3397
CHANDIGARH,TOTAL,2001,15,18,56,1529,3397
D & N HAVELI,D and N HAVELI,2001,3,6,4,45,350
D & N HAVELI,TOTAL,2001,3,6,4,45,350
DAMAN & DIU,DAMAN,2001,6,0,5,34,194
DAMAN & DIU,DIU,2001,1,0,0,6,45
DAMAN & DIU,TOTAL,2001,7,0,5,40,239
DELHI UT,CENTRAL,2001,29,28,62,1595,3750
DELHI UT,DELHI UT TOTAL,2001,547,381,1627,19276,54384
DELHI UT,EAST,2001,56,24,163,1651,4447
DELHI UT,G.R.P.(RLY),2001,11,1,7,1430,1630
DELHI UT,I.G.I. AIRPORT,2001,2,0,4,52,625
DELHI UT,NEW DELHI,2001,11,9,27,1237,2660
DELHI UT,NORTH,2001,28,28,99,1364,3998
DELHI UT,NORTH EAST,2001,62,36,157,961,3449
DELHI UT,NORTH WEST,2001,134,103,518,2850,10001
DELHI UT,S.T.F.,2001,0,0,0,0,0
DELHI UT,SOUTH,2001,83,65,265,4220,10745
DELHI UT,SOUTH WEST,2001,61,42,174,1816,5389
DELHI UT,WEST,2001,70,45,151,2100,7690
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0,10,36
LAKSHADWEEP,TOTAL,2001,1,0,0,10,36
PUDUCHERRY,PONDICHERRY,2001,25,9,4,528,4068
PUDUCHERRY,TOTAL,2001,25,9,4,528,4068
ANDHRA PRADESH,ADILABAD,2002,100,37,42,226,4675
ANDHRA PRADESH,ANANTAPUR,2002,166,28,65,356,4467
ANDHRA PRADESH,CHITTOOR,2002,105,28,67,832,6306
ANDHRA PRADESH,CUDDAPAH,2002,91,16,27,205,3324
ANDHRA PRADESH,EAST GODAVARI,2002,97,25,55,1206,7931
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,1,0,148,310
ANDHRA PRADESH,GUNTUR,2002,143,46,87,1182,7883
ANDHRA PRADESH,HYDERABAD CITY,2002,117,57,115,3777,14413
ANDHRA PRADESH,KARIMNAGAR,2002,160,99,62,404,7086
ANDHRA PRADESH,KHAMMAM,2002,106,48,70,431,5646
ANDHRA PRADESH,KRISHNA,2002,92,41,26,543,5318
ANDHRA PRADESH,KURNOOL,2002,124,45,54,308,4684
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,85,57,439,5354
ANDHRA PRADESH,MEDAK,2002,103,68,46,356,4208
ANDHRA PRADESH,NALGONDA,2002,109,41,46,321,5290
ANDHRA PRADESH,NELLORE,2002,84,46,67,542,5240
ANDHRA PRADESH,NIZAMABAD,2002,93,35,29,338,4417
ANDHRA PRADESH,PRAKASHAM,2002,67,21,32,259,3636
ANDHRA PRADESH,RANGA REDDY,2002,214,49,104,1450,10602
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,0,350,444
ANDHRA PRADESH,SRIKAKULAM,2002,27,14,10,235,2486
ANDHRA PRADESH,VIJAYAWADA,2002,39,31,78,2808,9083
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,1,328,410
ANDHRA PRADESH,VISAKHA RURAL,2002,54,14,7,195,2669
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,8,15,573,2838
ANDHRA PRADESH,VIZIANAGARAM,2002,28,12,9,171,2432
ANDHRA PRADESH,WARANGAL,2002,131,52,72,413,6397
ANDHRA PRADESH,WEST GODAVARI,2002,69,54,59,826,6061
ANDHRA PRADESH,TOTAL,2002,2525,1002,1302,19222,143610
ARUNACHAL PRADESH,CHANGLANG,2002,9,3,5,25,180
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,5,6,20,178
ARUNACHAL PRADESH,KAMENG EAST,2002,3,1,4,23,126
ARUNACHAL PRADESH,KAMENG WEST,2002,3,0,4,15,84
ARUNACHAL PRADESH,LOHIT,2002,14,3,5,24,169
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,10,94,383
ARUNACHAL PRADESH,SIANG EAST,2002,3,11,10,58,264
ARUNACHAL PRADESH,SIANG UPPER,2002,0,3,0,7,44
ARUNACHAL PRADESH,SIANG WEST,2002,4,4,7,50,331
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,1,4,32,152
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,1,14,132
ARUNACHAL PRADESH,TAWANG,2002,0,1,0,13,44
ARUNACHAL PRADESH,TIRAP,2002,3,1,1,20,141
ARUNACHAL PRADESH,TOTAL,2002,61,38,57,395,2228
ASSAM,BARPETA,2002,43,55,69,256,1527
ASSAM,BONGAIGAON,2002,47,21,51,80,818
ASSAM,C.I.D.,2002,0,0,2,0,52
ASSAM,CACHAR,2002,57,71,93,448,3520
ASSAM,DARRANG,2002,31,33,54,119,861
ASSAM,DHEMAJI,2002,30,48,31,83,689
ASSAM,DHUBRI,2002,60,46,62,88,1721
ASSAM,DIBRUGARH,2002,97,45,75,309,1642
ASSAM,G.R.P.,2002,6,0,0,62,116
ASSAM,GOALPARA,2002,24,40,48,107,959
ASSAM,GOLAGHAT,2002,57,42,68,260,1347
ASSAM,GUWAHATI CITY,2002,60,60,184,1136,4384
ASSAM,HAILAKANDI,2002,26,24,42,110,814
ASSAM,JORHAT,2002,37,36,36,204,1130
ASSAM,KAMRUP,2002,34,41,118,138,1673
ASSAM,KARBI ANGLONG,2002,41,5,37,118,527
ASSAM,KARIMGANJ,2002,43,23,38,142,894
ASSAM,KOKRAJHAR,2002,62,15,48,77,896
ASSAM,LAKHIMPUR,2002,26,69,84,283,1925
ASSAM,MORIGAON,2002,23,40,39,108,782
ASSAM,N.C.HILLS,2002,25,2,9,45,213
ASSAM,NAGAON,2002,78,61,132,298,3254
ASSAM,NALBARI,2002,47,27,50,87,1011
ASSAM,R.P.O.,2002,0,1,1,4,13
ASSAM,SIBSAGAR,2002,75,57,57,328,1881
ASSAM,SONITPUR,2002,109,67,114,332,2269
ASSAM,TINSUKIA,2002,115,41,53,333,1428
ASSAM,TOTAL,2002,1253,970,1595,5555,36346
BIHAR,ARARIA,2002,61,101,91,109,2085
BIHAR,ARWAL,2002,44,0,11,37,606
BIHAR,AURANGABAD,2002,96,12,19,132,2312
BIHAR,BAGAHA,2002,27,23,49,127,975
BIHAR,BANKA,2002,100,27,32,92,1496
BIHAR,BEGUSARAI,2002,138,20,75,253,3054
BIHAR,BETTIAH,2002,100,55,67,274,3288
BIHAR,BHABHUA,2002,48,17,41,140,1509
BIHAR,BHAGALPUR,2002,107,40,89,409,2791
BIHAR,BHOJPUR,2002,147,17,43,247,3021
BIHAR,BUXAR,2002,60,17,40,182,1840
BIHAR,DARBHANGA,2002,72,52,93,225,3087
BIHAR,GAYA,2002,218,31,38,348,3124
BIHAR,GOPALGANJ,2002,69,16,42,120,2035
BIHAR,JAMALPUR RLY.,2002,6,0,5,121,239
BIHAR,JAMUI,2002,56,15,38,106,1048
BIHAR,JEHANABAD,2002,73,7,32,123,1318
BIHAR,KATIHAR,2002,67,77,87,157,2173
BIHAR,KATIHAR RLY.,2002,14,2,3,218,434
BIHAR,KHAGARIA,2002,66,15,31,75,1101
BIHAR,KISHANGANJ,2002,30,20,35,82,966
BIHAR,LAKHISARAI,2002,67,2,34,84,788
BIHAR,MADHEPURA,2002,50,10,32,75,1019
BIHAR,MADHUBANI,2002,66,31,50,177,2627
BIHAR,MOTIHARI,2002,97,41,139,306,4596
BIHAR,MUNGER,2002,63,11,53,161,2014
BIHAR,MUZAFFARPUR,2002,130,60,167,723,4863
BIHAR,MUZAFFARPUR RLY.,2002,18,2,5,319,609
BIHAR,NALANDA,2002,175,32,93,233,3247
BIHAR,NAUGACHIA,2002,35,11,24,50,711
BIHAR,NAWADAH,2002,69,34,50,78,1500
BIHAR,PATNA,2002,472,37,203,1763,9217
BIHAR,PATNA RLY.,2002,29,2,5,707,1018
BIHAR,PURNEA,2002,96,46,48,174,2131
BIHAR,ROHTAS,2002,132,15,92,375,3419
BIHAR,SAHARSA,2002,39,11,20,65,967
BIHAR,SAMASTIPUR,2002,119,22,56,197,2808
BIHAR,SARAN,2002,100,12,73,271,3277
BIHAR,SHEIKHPURA,2002,33,6,24,60,887
BIHAR,SHEOHAR,2002,10,14,19,16,447
BIHAR,SITAMARHI,2002,54,31,50,176,2172
BIHAR,SIWAN,2002,117,8,57,138,2016
BIHAR,SUPAUL,2002,43,22,34,114,1760
BIHAR,VAISHALI,2002,99,16,72,306,3445
BIHAR,TOTAL,2002,3712,1040,2361,10145,94040
CHHATTISGARH,BALRAMPUR,2002,30,30,3,46,618
CHHATTISGARH,BILASPUR,2002,56,72,15,595,4709
CHHATTISGARH,BIZAPUR,2002,19,7,2,13,239
CHHATTISGARH,DANTEWARA,2002,59,9,4,66,616
CHHATTISGARH,DHAMTARI,2002,16,26,4,113,1249
CHHATTISGARH,DURG,2002,72,132,29,787,6121
CHHATTISGARH,GRP RAIPUR,2002,2,5,0,207,320
CHHATTISGARH,JAGDALPUR,2002,70,46,19,116,1910
CHHATTISGARH,JANJGIR,2002,43,42,6,191,2014
CHHATTISGARH,JASHPUR,2002,54,35,0,82,766
CHHATTISGARH,KABIRDHAM,2002,18,20,2,57,817
CHHATTISGARH,KANKER,2002,35,37,6,54,1046
CHHATTISGARH,KORBA,2002,40,38,4,312,2295
CHHATTISGARH,KORIYA,2002,21,58,7,134,1531
CHHATTISGARH,MAHASAMUND,2002,15,33,5,150,1324
CHHATTISGARH,RAIGARH,2002,56,39,5,222,1547
CHHATTISGARH,RAIPUR,2002,86,159,40,699,5595
CHHATTISGARH,RAJNANDGAON,2002,51,62,8,163,2494
CHHATTISGARH,SARGUJA,2002,101,142,19,295,2739
CHHATTISGARH,TOTAL,2002,844,992,178,4302,37950
GOA,NORTH GOA,2002,18,9,4,285,1380
GOA,SOUTH GOA,2002,12,3,5,211,1060
GOA,TOTAL,2002,30,12,9,496,2440
GUJARAT,AHMEDABAD COMMR.,2002,222,12,153,4007,14479
GUJARAT,AHMEDABAD RURAL,2002,63,7,13,235,2772
GUJARAT,AHWA-DANG,2002,6,4,1,12,170
GUJARAT,AMRELI,2002,21,4,27,158,1851
GUJARAT,ANAND,2002,48,8,38,359,3859
GUJARAT,BHARUCH,2002,47,7,24,298,3086
GUJARAT,BHAVNAGAR,2002,59,9,51,500,5146
GUJARAT,DAHOD,2002,64,14,9,120,1743
GUJARAT,GANDHINAGAR,2002,31,7,21,522,3299
GUJARAT,HIMATNAGAR,2002,71,11,40,238,4386
GUJARAT,JAMNAGAR,2002,39,25,36,500,3571
GUJARAT,JUNAGADH,2002,55,10,50,531,4980
GUJARAT,KHEDA NORTH,2002,56,9,29,352,3868
GUJARAT,KUTCH,2002,35,3,40,263,3611
GUJARAT,MEHSANA,2002,49,13,41,611,5120
GUJARAT,NARMADA,2002,16,7,5,36,696
GUJARAT,NAVSARI,2002,26,5,11,134,1354
GUJARAT,PALANPUR,2002,38,16,47,293,3745
GUJARAT,PANCHMAHAL,2002,83,4,22,290,2416
GUJARAT,PATAN,2002,24,3,29,215,2389
GUJARAT,PORBANDAR,2002,7,4,9,75,1213
GUJARAT,RAJKOT COMMR.,2002,35,6,40,1191,4644
GUJARAT,RAJKOT RURAL,2002,41,15,50,365,4382
GUJARAT,SURAT COMMR.,2002,81,18,63,1503,4172
GUJARAT,SURAT RURAL,2002,78,10,19,208,2060
GUJARAT,SURENDRANAGAR,2002,40,13,37,224,3137
GUJARAT,VADODARA COMMR.,2002,56,5,35,1040,7116
GUJARAT,VADODARA RURAL,2002,81,12,45,222,3377
GUJARAT,VALSAD,2002,39,3,21,398,2746
GUJARAT,W.RLY,2002,21,3,9,842,1287
GUJARAT,TOTAL,2002,1532,267,1015,15742,106675
HARYANA,AMBALA,2002,25,15,21,331,2172
HARYANA,BHIWANI,2002,35,17,16,206,1938
HARYANA,FARIDABAD,2002,57,37,61,677,6999
HARYANA,FATEHABAD,2002,16,7,22,156,1226
HARYANA,GRP,2002,25,1,0,203,770
HARYANA,GURGAON,2002,66,27,50,772,3623
HARYANA,HISSAR,2002,52,15,24,402,2545
HARYANA,JHAJJAR,2002,41,18,14,198,1518
HARYANA,JIND,2002,33,19,15,134,1325
HARYANA,KAITHAL,2002,26,7,7,151,1121
HARYANA,KARNAL,2002,39,37,16,383,2173
HARYANA,KURUKSHETRA,2002,31,15,18,321,1856
HARYANA,MAHENDRAGARH,2002,21,16,19,112,1303
HARYANA,PANCHKULA,2002,7,13,19,201,1187
HARYANA,PANIPAT,2002,46,43,30,449,2096
HARYANA,REWARI,2002,21,10,11,152,1293
HARYANA,ROHTAK,2002,63,17,16,359,1883
HARYANA,SIRSA,2002,43,20,22,229,1778
HARYANA,SONIPAT,2002,82,14,24,319,2046
HARYANA,YAMUNANAGAR,2002,31,13,22,207,1300
HARYANA,TOTAL,2002,760,361,427,5962,40152
HIMACHAL PRADESH,BILASPUR,2002,11,9,8,56,1217
HIMACHAL PRADESH,CHAMBA,2002,15,16,14,25,677
HIMACHAL PRADESH,G.R.P.,2002,0,0,1,1,8
